model	k_fold	train-spearman_corr	train-spearman_pvalue	train-pearson_corr	train-pearson_pvalue	train-f1_score	train-f1_scores_label1	train-f1_scores_label0	train-recall_label1	train-recall_label0	train-precision_label1	train-precision_label0	test-spearman_corr	test-spearman_pvalue	test-pearson_corr	test-pearson_pvalue	test-f1_score	test-f1_scores_label1	test-f1_scores_label0	test-recall_label1	test-recall_label0	test-precision_label1	test-precision_label0	test.iov-spearman_corr	test.iov-spearman_pvalue	test.iov-pearson_corr	test.iov-pearson_pvalue	test.iov-f1_score	test.iov-f1_scores_label1	test.iov-f1_scores_label0	test.iov-recall_label1	test.iov-recall_label0	test.iov-precision_label1	test.iov-precision_label0	test.oov-spearman_corr	test.oov-spearman_pvalue	test.oov-pearson_corr	test.oov-pearson_pvalue	test.oov-f1_score	test.oov-f1_scores_label1	test.oov-f1_scores_label0	test.oov-recall_label1	test.oov-recall_label0	test.oov-precision_label1	test.oov-precision_label0	dev-spearman_corr	dev-spearman_pvalue	dev-pearson_corr	dev-pearson_pvalue	dev-f1_score	dev-f1_scores_label1	dev-f1_scores_label0	dev-recall_label1	dev-recall_label0	dev-precision_label1	dev-precision_label0	dev.iov-spearman_corr	dev.iov-spearman_pvalue	dev.iov-pearson_corr	dev.iov-pearson_pvalue	dev.iov-f1_score	dev.iov-f1_scores_label1	dev.iov-f1_scores_label0	dev.iov-recall_label1	dev.iov-recall_label0	dev.iov-precision_label1	dev.iov-precision_label0	dev.oov-spearman_corr	dev.oov-spearman_pvalue	dev.oov-pearson_corr	dev.oov-pearson_pvalue	dev.oov-f1_score	dev.oov-f1_scores_label1	dev.oov-f1_scores_label0	dev.oov-recall_label1	dev.oov-recall_label0	dev.oov-precision_label1	dev.oov-precision_label0	thr
distiluse-base-multilingual-cased-v1_mask	1	0.633	0.0	0.656	0.0	0.8096194912341124	0.6627043090638929	0.8669662043367846	0.6676646706586826	0.864433190494741	0.6578171091445427	0.8695141065830722	0.577	0.0	0.572	0.0	0.78109434110971	0.5245901639344261	0.8512820512820514	0.5818181818181818	0.8258706467661692	0.47761194029850745	0.8783068783068783	0.573	0.0	0.581	0.0	0.784364908685188	0.5810810810810811	0.8530805687203791	0.5972222222222222	0.8450704225352113	0.5657894736842105	0.861244019138756	0.585	0.0	0.563	0.0	0.7802494278049861	0.4375	0.8491620111731844	0.5526315789473685	0.8042328042328042	0.3620689655172414	0.8994082840236687	0.709	0.0	0.711	0.0	0.8345883136494036	0.8291873963515755	0.8403100775193799	0.778816199376947	0.8943894389438944	0.8865248226950354	0.7923976608187134	0.556	0.0	0.588	0.0	0.8138032072765935	0.6344827586206897	0.8747044917257683	0.6388888888888888	0.8726415094339622	0.6301369863013698	0.8767772511848341	0.663	0.0	0.716	0.0	0.8597679364440217	0.8908296943231441	0.7747747747747749	0.8192771084337349	0.945054945054945	0.9760765550239234	0.6564885496183206	0.667
distiluse-base-multilingual-cased-v2	1	0.544	0.0	0.539	0.0	0.39558824135901854	0.4922227797290518	0.3578680203045685	0.9790419161676647	0.2197117257499026	0.32875335120643434	0.9641025641025641	0.404	0.0	0.431	0.0	0.35523658726880536	0.4052044609665428	0.3415637860082304	0.990909090909091	0.2064676616915423	0.2546728971962617	0.9880952380952381	0.47	0.0	0.483	0.0	0.3852632362067987	0.45954692556634297	0.3601532567049809	0.9861111111111112	0.22065727699530516	0.29957805907172996	0.9791666666666666	0.35	0.0	0.414	0.0	0.3219883423426889	0.3318777292576419	0.32	1.0	0.19047619047619047	0.19895287958115182	1.0	0.627	0.0	0.626	0.0	0.4818100642380902	0.7081021087680356	0.2420749279538905	0.9937694704049844	0.13861386138613863	0.55	0.9545454545454546	0.451	0.0	0.428	0.0	0.3586978602383532	0.44871794871794873	0.328125	0.9722222222222222	0.19811320754716982	0.2916666666666667	0.9545454545454546	0.531	0.0	0.59	0.0	0.6192050334565065	0.8455008488964345	0.0	1.0	0.0	0.7323529411764705	0.0	0.671
distiluse-base-multilingual-cased-v2_mask	1	0.64	0.0	0.663	0.0	0.809651755270641	0.6714422158548232	0.8636003172085646	0.7015968063872255	0.8484612388001558	0.6437728937728938	0.8792894630601534	0.579	0.0	0.582	0.0	0.7985233024849168	0.5748031496062992	0.8597402597402598	0.6636363636363637	0.8233830845771144	0.5069444444444444	0.8994565217391305	0.569	0.0	0.588	0.0	0.7968372051584738	0.6143790849673203	0.8585131894484412	0.6527777777777778	0.8403755868544601	0.5802469135802469	0.8774509803921569	0.593	0.0	0.578	0.0	0.8032124623651543	0.5148514851485149	0.8611898016997168	0.6842105263157895	0.8042328042328042	0.4126984126984127	0.926829268292683	0.713	0.0	0.716	0.0	0.834683477948673	0.8303130148270181	0.8393135725429017	0.7850467289719626	0.8877887788778878	0.8811188811188811	0.7958579881656804	0.568	0.0	0.598	0.0	0.8153980022113427	0.6442953020134228	0.8735083532219571	0.6666666666666666	0.8632075471698113	0.6233766233766234	0.8840579710144928	0.675	0.0	0.724	0.0	0.8597679364440217	0.8908296943231441	0.7747747747747749	0.8192771084337349	0.945054945054945	0.9760765550239234	0.6564885496183206	0.671
multi-qa-MiniLM-L6-dot-v1	1	0.453	0.0	0.454	0.0	0.522275147100028	0.522275147100028	0.522275147100028	0.9301397205588823	0.36306973120373975	0.36306973120373975	0.9301397205588823	0.351	0.0	0.379	0.0	0.5432170973912	0.45474613686534215	0.5674255691768826	0.9363636363636364	0.40298507462686567	0.30029154518950435	0.9585798816568047	0.383	0.0	0.409	0.0	0.5738017500326499	0.5153846153846154	0.5935483870967743	0.9305555555555556	0.431924882629108	0.35638297872340424	0.9484536082474226	0.332	0.0	0.379	0.0	0.5090549610041251	0.37305699481865284	0.5363984674329502	0.9473684210526315	0.37037037037037035	0.23225806451612904	0.9722222222222222	0.533	0.0	0.541	0.0	0.63370268667843	0.7435582822085889	0.5173210161662817	0.9439252336448598	0.3696369636963696	0.6133603238866396	0.8615384615384616	0.354	0.0	0.34	0.0	0.5338064554913441	0.47509578544061304	0.5537459283387622	0.8611111111111112	0.4009433962264151	0.328042328042328	0.8947368421052632	0.488	0.0	0.547	0.0	0.7518793799108091	0.8700361010830324	0.4285714285714286	0.9678714859437751	0.2967032967032967	0.7901639344262295	0.7714285714285715	0.318
multi-qa-MiniLM-L6-dot-v1_mask	1	0.512	0.0	0.526	0.0	0.7267921364159368	0.5857026807473599	0.7818648417450813	0.719560878243513	0.712115309700039	0.49383561643835616	0.8667614983404457	0.476	0.0	0.488	0.0	0.734245851311741	0.5163398692810457	0.7938718662952646	0.7181818181818181	0.7089552238805971	0.4030612244897959	0.9018987341772152	0.474	0.0	0.51	0.0	0.7519905414642257	0.5945945945945945	0.8051948051948052	0.7638888888888888	0.7276995305164319	0.48672566371681414	0.9011627906976745	0.478	0.0	0.466	0.0	0.7164843512460652	0.396694214876033	0.7807807807807807	0.631578947368421	0.6878306878306878	0.2891566265060241	0.9027777777777778	0.628	0.0	0.63	0.0	0.7772075074834534	0.7844961240310078	0.769485903814262	0.7881619937694704	0.7656765676567657	0.7808641975308642	0.7733333333333333	0.422	0.0	0.458	0.0	0.7462873466671537	0.5730337078651686	0.8051282051282052	0.7083333333333334	0.7405660377358491	0.4811320754716981	0.8820224719101124	0.633	0.0	0.666	0.0	0.8220397077007962	0.8650963597430407	0.704225352112676	0.8112449799196787	0.8241758241758241	0.926605504587156	0.6147540983606558	0.318
multi-qa-distilbert-dot-v1	1	0.496	0.0	0.497	0.0	0.4766917564138062	0.5150466045272969	0.4617203665385753	0.9650698602794411	0.3042462017919751	0.3512531783508899	0.9571078431372549	0.394	0.0	0.405	0.0	0.43730196617424877	0.4268774703557312	0.4401544401544401	0.9818181818181818	0.2835820895522388	0.2727272727272727	0.9827586206896551	0.488	0.0	0.494	0.0	0.47860722641322295	0.49484536082474223	0.47311827956989244	1.0	0.30985915492957744	0.3287671232876712	1.0	0.297	0.0	0.352	0.0	0.3904929488413244	0.33488372093023255	0.401673640167364	0.9473684210526315	0.25396825396825395	0.2033898305084746	0.96	0.587	0.0	0.588	0.0	0.5356260126139216	0.7206385404789053	0.33962264150943394	0.9844236760124611	0.2079207920792079	0.5683453237410072	0.9264705882352942	0.408	0.0	0.393	0.0	0.44473569274740476	0.4620689655172413	0.4388489208633093	0.9305555555555556	0.28773584905660377	0.3073394495412844	0.9242424242424242	0.484	0.0	0.53	0.0	0.6328264624528714	0.848381601362862	0.043010752688172046	1.0	0.02197802197802198	0.7366863905325444	1.0	0.581
multi-qa-distilbert-dot-v1_mask	1	0.6	0.0	0.616	0.0	0.7766643193759737	0.6414602346805738	0.8294397353731653	0.7365269461077845	0.7814569536423841	0.5681293302540416	0.8837004405286344	0.546	0.0	0.548	0.0	0.74983662256517	0.5382059800664452	0.8077455048409405	0.7363636363636363	0.7263681592039801	0.42408376963350786	0.9096573208722741	0.584	0.0	0.599	0.0	0.7800694629975956	0.6250000000000001	0.8324873096446701	0.7638888888888888	0.7699530516431925	0.5288461538461539	0.9060773480662984	0.497	0.0	0.478	0.0	0.7174970475208549	0.4160000000000001	0.778115501519757	0.6842105263157895	0.6772486772486772	0.2988505747126437	0.9142857142857143	0.7	0.0	0.701	0.0	0.81249084225544	0.8180404354587869	0.8066115702479338	0.8193146417445483	0.8052805280528053	0.8167701863354038	0.8079470198675497	0.518	0.0	0.571	0.0	0.7545098244244735	0.5730994152046783	0.8161209068010076	0.6805555555555556	0.7641509433962265	0.494949494949495	0.8756756756756757	0.655	0.0	0.706	0.0	0.8751121635094715	0.9067796610169492	0.7884615384615384	0.8594377510040161	0.9010989010989011	0.9596412556053812	0.7008547008547008	0.581
multi-qa-mpnet-base-dot-v1	1	0.508	0.0	0.503	0.0	0.5165827226495866	0.5249169435215947	0.51332955190017	0.9461077844311377	0.3525516166731593	0.3632183908045977	0.9436913451511991	0.436	0.0	0.436	0.0	0.5025925059804944	0.44537815126050423	0.5182481751824818	0.9636363636363636	0.35323383084577115	0.2896174863387978	0.9726027397260274	0.495	0.0	0.49	0.0	0.5665809868982167	0.5243445692883896	0.5808580858085808	0.9722222222222222	0.4131455399061033	0.358974358974359	0.9777777777777777	0.376	0.0	0.407	0.0	0.42469248812861143	0.34449760765550236	0.4408163265306122	0.9473684210526315	0.2857142857142857	0.21052631578947367	0.9642857142857143	0.506	0.0	0.51	0.0	0.59962841289115	0.7285886610373944	0.46300715990453456	0.940809968847352	0.3201320132013201	0.594488188976378	0.8362068965517241	0.373	0.0	0.348	0.0	0.4587942882206735	0.4444444444444445	0.4636678200692041	0.8611111111111112	0.3160377358490566	0.2995169082125604	0.8701298701298701	0.479	0.0	0.536	0.0	0.7626737967914439	0.8727272727272728	0.46153846153846156	0.963855421686747	0.32967032967032966	0.7973421926910299	0.7692307692307693	0.499
multi-qa-mpnet-base-dot-v1_mask	1	0.622	0.0	0.629	0.0	0.769818375084764	0.647203947368421	0.8176795580110497	0.7854291417165669	0.7495130502532139	0.5503496503496503	0.8994857410004675	0.583	0.0	0.574	0.0	0.768251432866673	0.5586206896551724	0.8256130790190737	0.7363636363636363	0.753731343283582	0.45	0.9126506024096386	0.592	0.0	0.61	0.0	0.7925109021238383	0.6395348837209303	0.8442211055276382	0.7638888888888888	0.7887323943661971	0.55	0.9081081081081082	0.57	0.0	0.524	0.0	0.7428227432240723	0.4406779661016949	0.8035714285714286	0.6842105263157895	0.7142857142857143	0.325	0.9183673469387755	0.664	0.0	0.67	0.0	0.8075537403675914	0.8159509202453987	0.7986577181208053	0.8286604361370716	0.7854785478547854	0.8036253776435045	0.8122866894197952	0.501	0.0	0.532	0.0	0.75917844730722	0.5909090909090908	0.8163265306122449	0.7222222222222222	0.7547169811320755	0.5	0.8888888888888888	0.65	0.0	0.704	0.0	0.8631735046959962	0.8991596638655462	0.7647058823529412	0.8594377510040161	0.8571428571428571	0.9427312775330396	0.6902654867256637	0.499
multi-qa-MiniLM-L6-cos-v1	1	0.522	0.0	0.511	0.0	0.49247515455002416	0.5198380566801619	0.481794348965919	0.9610778443113772	0.3221659524737047	0.3562708102108768	0.9549653579676675	0.397	0.0	0.417	0.0	0.4960997908085928	0.4481327800829875	0.5092250922509226	0.9818181818181818	0.34328358208955223	0.2903225806451613	0.9857142857142858	0.449	0.0	0.454	0.0	0.5155718415965044	0.505338078291815	0.519031141868512	0.9861111111111112	0.352112676056338	0.3397129186602871	0.9868421052631579	0.359	0.0	0.41	0.0	0.47628428178274235	0.3681592039800995	0.4980237154150198	0.9736842105263158	0.3333333333333333	0.22699386503067484	0.984375	0.589	0.0	0.593	0.0	0.5803841131192846	0.731535756154748	0.42025316455696204	0.9719626168224299	0.2739273927392739	0.5864661654135338	0.9021739130434783	0.438	0.0	0.406	0.0	0.4532712361204609	0.456140350877193	0.4522968197879858	0.9027777777777778	0.3018867924528302	0.3051643192488263	0.9014084507042254	0.499	0.0	0.585	0.0	0.727749585749793	0.869718309859155	0.3392857142857143	0.9919678714859438	0.2087912087912088	0.774294670846395	0.9047619047619048	0.603
multi-qa-MiniLM-L6-cos-v1_mask	1	0.657	0.0	0.667	0.0	0.8185198672292241	0.6921641791044777	0.86784140969163	0.7405189620758483	0.8441760810284379	0.649737302977233	0.8928718582612278	0.63	0.0	0.617	0.0	0.8138427734375	0.6093750000000001	0.8697916666666666	0.7090909090909091	0.8308457711442786	0.5342465753424658	0.912568306010929	0.607	0.0	0.621	0.0	0.8219171116196288	0.6666666666666666	0.8743961352657005	0.7222222222222222	0.8497652582159625	0.6190476190476191	0.900497512437811	0.66	0.0	0.619	0.0	0.8067527813036662	0.5200000000000001	0.864406779661017	0.6842105263157895	0.8095238095238095	0.41935483870967744	0.9272727272727272	0.725	0.0	0.728	0.0	0.8316810686738464	0.8303715670436187	0.8330683624801273	0.8006230529595015	0.8646864686468647	0.8624161073825504	0.803680981595092	0.582	0.0	0.612	0.0	0.8162075903698051	0.6666666666666665	0.8669950738916257	0.75	0.8301886792452831	0.6	0.9072164948453608	0.663	0.0	0.744	0.0	0.8570605724602839	0.888402625820569	0.7713004484304932	0.8152610441767069	0.945054945054945	0.9759615384615384	0.6515151515151515	0.603
multi-qa-distilbert-cos-v1	1	0.532	0.0	0.526	0.0	0.4643589355301978	0.5136698212407991	0.44511097780443915	0.9750499001996008	0.28905336969224776	0.34867951463240543	0.9674054758800521	0.409	0.0	0.427	0.0	0.4560340279342086	0.43058350100603615	0.4629981024667931	0.9727272727272728	0.3034825870646766	0.27648578811369506	0.976	0.484	0.0	0.484	0.0	0.48682370261317626	0.4895104895104895	0.48591549295774644	0.9722222222222222	0.323943661971831	0.32710280373831774	0.971830985915493	0.345	0.0	0.397	0.0	0.4219006989535415	0.35071090047393366	0.43621399176954734	0.9736842105263158	0.2804232804232804	0.2138728323699422	0.9814814814814815	0.559	0.0	0.565	0.0	0.5659885433321711	0.7285382830626449	0.3937823834196891	0.9781931464174455	0.2508250825082508	0.5804066543438078	0.9156626506024096	0.427	0.0	0.395	0.0	0.4308231767271329	0.45733788395904434	0.42181818181818187	0.9305555555555556	0.27358490566037735	0.3031674208144796	0.9206349206349206	0.485	0.0	0.567	0.0	0.7226258099306792	0.8681898066783831	0.3243243243243243	0.9919678714859438	0.1978021978021978	0.771875	0.9	0.621
multi-qa-distilbert-cos-v1_mask	1	0.67	0.0	0.68	0.0	0.8084575806699881	0.6862745098039216	0.8561503882304863	0.7684630738522954	0.8161277756135566	0.6199677938808373	0.9003008165019338	0.631	0.0	0.62	0.0	0.798264676548811	0.5955882352941176	0.8537234042553191	0.7363636363636363	0.7985074626865671	0.5	0.9171428571428571	0.626	0.0	0.639	0.0	0.8278008151692361	0.6909090909090909	0.874074074074074	0.7916666666666666	0.8309859154929577	0.6129032258064516	0.921875	0.633	0.0	0.591	0.0	0.766128996854994	0.4485981308411215	0.8299711815561959	0.631578947368421	0.7619047619047619	0.34782608695652173	0.9113924050632911	0.702	0.0	0.7	0.0	0.817345237351865	0.8201892744479495	0.8143322475570033	0.8099688473520249	0.8250825082508251	0.8306709265175719	0.8038585209003215	0.581	0.0	0.597	0.0	0.7746870991293111	0.608187134502924	0.8312342569269521	0.7222222222222222	0.7783018867924528	0.5252525252525253	0.8918918918918919	0.648	0.0	0.722	0.0	0.8676878373449289	0.898488120950324	0.7834101382488479	0.8353413654618473	0.9340659340659341	0.9719626168224299	0.6746031746031746	0.621
multi-qa-mpnet-base-cos-v1	1	0.544	0.0	0.532	0.0	0.5341575008019512	0.5337818895430334	0.5343041164939792	0.9500998003992016	0.3716400467471757	0.37115009746588695	0.950199203187251	0.438	0.0	0.439	0.0	0.5142866825880289	0.4420600858369098	0.5340501792114695	0.9363636363636364	0.3706467661691542	0.2893258426966292	0.9551282051282052	0.513	0.0	0.501	0.0	0.568834851399439	0.5171102661596958	0.5863192182410424	0.9444444444444444	0.4225352112676056	0.35602094240837695	0.9574468085106383	0.372	0.0	0.404	0.0	0.4491455414858869	0.3448275862068966	0.4701195219123506	0.9210526315789473	0.31216931216931215	0.21212121212121213	0.9516129032258065	0.569	0.0	0.578	0.0	0.637643567568162	0.7509113001215068	0.5176470588235293	0.9626168224299065	0.36303630363036304	0.6155378486055777	0.9016393442622951	0.432	0.0	0.404	0.0	0.4770982631087941	0.460431654676259	0.48275862068965514	0.8888888888888888	0.330188679245283	0.3106796116504854	0.8974358974358975	0.533	0.0	0.632	0.0	0.817051428114569	0.8990825688073394	0.5925925925925926	0.9839357429718876	0.43956043956043955	0.8277027027027027	0.9090909090909091	0.594
multi-qa-mpnet-base-cos-v1_mask	1	0.67	0.0	0.677	0.0	0.8101505112556393	0.6831050228310502	0.8597413096200485	0.7465069860279441	0.8285936891312816	0.6296296296296297	0.8933221335573288	0.64	0.0	0.626	0.0	0.8113778865674167	0.6007905138339921	0.8690012970168612	0.6909090909090909	0.8333333333333334	0.5314685314685315	0.907859078590786	0.639	0.0	0.647	0.0	0.8299339430851675	0.6711409395973155	0.8836104513064132	0.6944444444444444	0.8732394366197183	0.6493506493506493	0.8942307692307693	0.643	0.0	0.596	0.0	0.7925991189427313	0.5	0.8514285714285714	0.6842105263157895	0.7883597883597884	0.3939393939393939	0.9254658385093167	0.732	0.0	0.736	0.0	0.8557988715935776	0.8580441640378549	0.8534201954397395	0.8473520249221184	0.8646864686468647	0.8690095846645367	0.842443729903537	0.587	0.0	0.614	0.0	0.8224661695664182	0.6749999999999999	0.8725490196078433	0.75	0.839622641509434	0.6136363636363636	0.9081632653061225	0.685	0.0	0.76	0.0	0.8919163732839825	0.9198312236286921	0.8155339805825244	0.8755020080321285	0.9230769230769231	0.9688888888888889	0.7304347826086957	0.594
msmarco-distilbert-base-tas-b	1	0.447	0.0	0.436	0.0	0.47496751178913993	0.5134487350199733	0.4599467927874667	0.9620758483033932	0.3030775223996883	0.35016345804576826	0.9534313725490197	0.362	0.0	0.365	0.0	0.46204642179782485	0.4300202839756592	0.4708097928436911	0.9636363636363636	0.31094527363184077	0.27676240208877284	0.9689922480620154	0.404	0.0	0.384	0.0	0.47603318641431164	0.4896551724137931	0.47142857142857136	0.9861111111111112	0.30985915492957744	0.3256880733944954	0.9850746268656716	0.328	0.0	0.361	0.0	0.4491455414858869	0.3448275862068966	0.4701195219123506	0.9210526315789473	0.31216931216931215	0.21212121212121213	0.9516129032258065	0.507	0.0	0.515	0.0	0.5523844926799735	0.7207415990730011	0.374025974025974	0.9688473520249221	0.2376237623762376	0.5738007380073801	0.8780487804878049	0.353	0.0	0.347	0.0	0.4467806841046278	0.4583333333333333	0.44285714285714284	0.9166666666666666	0.29245283018867924	0.3055555555555556	0.9117647058823529	0.44	0.0	0.485	0.0	0.6750724637681159	0.8521739130434782	0.1904761904761905	0.9839357429718876	0.10989010989010989	0.7515337423312883	0.7142857142857143	0.193
msmarco-distilbert-base-tas-b_mask	1	0.612	0.0	0.61	0.0	0.7917219483269361	0.6580241394725078	0.8439094062436236	0.7345309381237525	0.8056096610829763	0.5959514170040486	0.8860325621251071	0.581	0.0	0.555	0.0	0.774235277524588	0.5461254612546126	0.8366533864541833	0.6727272727272727	0.7835820895522388	0.45962732919254656	0.8974358974358975	0.573	0.0	0.548	0.0	0.7602717230787406	0.5696969696969698	0.8246913580246913	0.6527777777777778	0.784037558685446	0.5053763440860215	0.8697916666666666	0.594	0.0	0.573	0.0	0.7934674504656076	0.5094339622641509	0.8505747126436781	0.7105263157894737	0.783068783068783	0.39705882352941174	0.9308176100628931	0.681	0.0	0.673	0.0	0.8269550926321182	0.830188679245283	0.8235294117647058	0.822429906542056	0.8316831683168316	0.8380952380952381	0.8155339805825242	0.532	0.0	0.566	0.0	0.8208794030778664	0.6826347305389222	0.8678304239401495	0.7916666666666666	0.8207547169811321	0.6	0.9206349206349206	0.592	0.0	0.631	0.0	0.8443505718054357	0.88272921108742	0.7393364928909953	0.8313253012048193	0.8571428571428571	0.9409090909090909	0.65	0.193
msmarco-distilbert-dot-v5	1	0.481	0.0	0.469	0.0	0.4914835635296765	0.516914749661705	0.4815567818762707	0.9530938123752495	0.32294507206856254	0.35462309691793537	0.9463470319634704	0.367	0.0	0.375	0.0	0.47715617392169773	0.42738589211618255	0.4907749077490775	0.9363636363636364	0.3308457711442786	0.2768817204301075	0.95	0.415	0.0	0.415	0.0	0.5101990093291092	0.49462365591397844	0.5154639175257731	0.9583333333333334	0.352112676056338	0.3333333333333333	0.9615384615384616	0.329	0.0	0.362	0.0	0.44086201579394535	0.33497536945812806	0.46215139442231074	0.8947368421052632	0.30687830687830686	0.20606060606060606	0.9354838709677419	0.482	0.0	0.495	0.0	0.5862014202399174	0.7326266195524145	0.43107769423558895	0.9688473520249221	0.2838283828382838	0.5890151515151515	0.8958333333333334	0.395	0.0	0.365	0.0	0.4996015401521697	0.4782608695652174	0.5068493150684931	0.9166666666666666	0.3490566037735849	0.3235294117647059	0.925	0.36	0.0	0.425	0.0	0.6863033886060175	0.8551483420593369	0.22429906542056077	0.9839357429718876	0.13186813186813187	0.7561728395061729	0.75	0.227
